Flight_ID,Date,Time,Departure_Airport,Arrival_Airport,Temperature_Celsius,Wind_Speed_knots,Turbulence_Level,Visibility_km
125,2024-05-13,01:31:00,SLC Airport,ATL Airport,27,33,Medium,11
105,2024-05-06,07:28:00,AUS Airport,SFO Airport,40,35,Low,8
42,2024-04-23,10:08:00,MCO Airport,SEA Airport,25,3,High,12
8,2024-04-19,13:27:00,IAD Airport,BNA Airport,-12,42,High,17
193,2024-05-20,06:32:00,BOS Airport,CMH Airport,-7,32,High,9
113,2024-11-07,22:05:00,CLT Airport,DTW Airport,16,8,Low,6
65,2024-11-17,10:43:00,IAD Airport,SEA Airport,-13,5,Low,14
172,2024-10-13,01:20:00,CMH Airport,BNA Airport,-17,19,Medium,9
30,2024-04-04,23:28:00,SLC Airport,STL Airport,40,25,High,7
32,2024-07-01,15:39:00,STL Airport,CLT Airport,6,33,Low,15
154,2024-05-02,08:11:00,LAX Airport,JFK Airport,26,46,Low,20
94,2024-12-15,02:11:00,IAH Airport,TPA Airport,-5,35,Medium,1
71,2024-08-14,06:47:00,PDX Airport,PHX Airport,-13,8,Low,17
85,2024-12-10,03:49:00,BNA Airport,MIA Airport,25,22,Medium,2
49,2024-06-11,17:19:00,PDX Airport,LAS Airport,13,19,Medium,10
139,2024-10-15,15:06:00,SAN Airport,MCI Airport,26,24,Medium,1
15,2024-11-05,22:23:00,SFO Airport,DEN Airport,-19,42,Low,5
1,2024-07-16,06:00:00,ATL Airport,PDX Airport,34,41,Medium,1
53,2024-12-24,21:24:00,LAX Airport,MIA Airport,21,49,High,4
27,2024-04-18,10:15:00,ORD Airport,JFK Airport,-9,26,Medium,19
13,2024-08-12,00:12:00,CLT Airport,IAD Airport,31,16,Medium,8
109,2024-10-09,03:45:00,IND Airport,IAD Airport,3,42,High,12
72,2024-07-28,12:06:00,DEN Airport,BOS Airport,-7,7,High,7
162,2024-02-05,16:12:00,ORD Airport,DTW Airport,-12,42,High,11
173,2024-03-05,06:42:00,CMH Airport,IAD Airport,15,31,Low,16
47,2024-03-06,09:51:00,ATL Airport,PHL Airport,19,13,Low,5
90,2024-11-18,11:09:00,SFO Airport,MCO Airport,39,19,Medium,18
32,2024-06-16,10:26:00,DEN Airport,SAN Airport,-9,29,Low,6
82,2024-06-24,04:28:00,ATL Airport,MIA Airport,12,31,Medium,9
50,2024-05-02,22:32:00,SLC Airport,IAD Airport,37,8,Low,2
124,2024-12-10,23:59:00,BNA Airport,PHL Airport,-11,29,Low,13
175,2024-11-27,15:35:00,DTW Airport,IAH Airport,33,2,Medium,11
37,2024-09-14,04:14:00,IAD Airport,BOS Airport,12,26,Medium,10
186,2024-01-07,23:52:00,BOS Airport,MCO Airport,11,4,Medium,2
158,2024-07-03,12:46:00,LAX Airport,IND Airport,8,21,Medium,20
48,2024-08-22,17:54:00,CLT Airport,SEA Airport,26,4,High,13
123,2024-02-17,02:51:00,DEN Airport,JFK Airport,32,37,Medium,15
46,2024-07-16,07:23:00,MCO Airport,AUS Airport,20,43,Medium,7
51,2024-07-19,10:08:00,DFW Airport,LAS Airport,2,42,Medium,17
130,2024-12-22,00:04:00,TPA Airport,CLT Airport,36,35,Low,14
171,2024-12-22,21:03:00,STL Airport,MCI Airport,9,37,Medium,4
36,2024-06-05,05:23:00,BOS Airport,AUS Airport,29,30,Medium,9
172,2024-03-22,08:12:00,DEN Airport,BOS Airport,26,20,Medium,9
101,2024-03-18,02:41:00,IAD Airport,MCO Airport,7,4,Low,16
6,2024-07-10,13:45:00,CLT Airport,IND Airport,0,39,Low,6
142,2024-06-15,10:19:00,ORD Airport,MCO Airport,-7,40,Low,14
74,2024-03-09,13:51:00,DEN Airport,BNA Airport,17,0,High,1
152,2024-05-26,11:24:00,IND Airport,PDX Airport,-12,43,Low,3
175,2024-11-07,07:17:00,MCO Airport,ATL Airport,-20,6,Medium,4
93,2024-12-27,22:45:00,AUS Airport,MIA Airport,-13,17,High,3
161,2024-07-10,05:50:00,STL Airport,PHX Airport,-20,22,Low,9
182,2024-01-08,22:05:00,SAN Airport,ORD Airport,2,23,Medium,6
181,2024-08-14,18:51:00,LAS Airport,TPA Airport,3,24,Medium,20
29,2024-11-20,02:18:00,BNA Airport,IAD Airport,30,14,Low,5
85,2024-01-13,09:21:00,AUS Airport,BOS Airport,34,48,High,16
106,2024-10-08,13:16:00,CLT Airport,MCI Airport,12,14,Medium,13
51,2024-12-07,12:01:00,MCO Airport,DEN Airport,27,23,Low,18
191,2024-09-24,09:20:00,SFO Airport,LAX Airport,-10,30,Medium,6
85,2024-08-25,12:06:00,PDX Airport,ORD Airport,-14,21,Medium,18
20,2024-02-22,12:43:00,PHL Airport,TPA Airport,24,49,Medium,7
23,2024-11-28,14:07:00,IAD Airport,MIA Airport,25,25,High,10
9,2024-11-11,17:44:00,CMH Airport,DFW Airport,-9,4,High,18
152,2024-03-28,18:00:00,SEA Airport,BOS Airport,-11,48,High,20
5,2024-04-10,18:05:00,MCO Airport,CLT Airport,27,12,High,1
63,2024-03-21,19:43:00,MIA Airport,CMH Airport,21,27,High,10
173,2024-01-02,08:17:00,LAX Airport,ATL Airport,-11,40,Medium,6
52,2024-01-15,21:36:00,PHL Airport,LAX Airport,-7,33,High,16
8,2024-01-08,09:48:00,MSP Airport,PDX Airport,20,25,Medium,20
103,2024-04-16,09:24:00,SAN Airport,SEA Airport,11,31,High,4
61,2024-11-04,05:52:00,STL Airport,AUS Airport,1,50,High,16
112,2024-01-16,10:11:00,CLT Airport,STL Airport,7,3,Medium,14
110,2024-03-11,03:02:00,PDX Airport,DEN Airport,-14,37,High,19
122,2024-12-09,12:47:00,LAX Airport,BNA Airport,17,6,High,11
150,2024-11-04,20:35:00,IAH Airport,MCO Airport,1,21,High,19
152,2024-09-08,13:43:00,SAN Airport,ORD Airport,8,23,High,14
147,2024-06-07,22:46:00,IAD Airport,PHL Airport,-18,43,Low,18
50,2024-12-03,03:49:00,JFK Airport,MSP Airport,-20,36,Low,11
100,2024-03-25,14:49:00,AUS Airport,PHL Airport,29,47,Low,20
4,2024-03-08,11:43:00,MSP Airport,JFK Airport,34,6,Medium,3
198,2024-11-05,21:57:00,AUS Airport,SFO Airport,34,16,Medium,11
139,2024-04-03,22:54:00,PHX Airport,IND Airport,-4,30,Medium,6
163,2024-06-07,04:48:00,SEA Airport,STL Airport,-3,33,Medium,10
76,2024-07-18,19:06:00,MIA Airport,MCI Airport,12,11,Medium,8
19,2024-04-05,08:21:00,MCO Airport,MIA Airport,-11,1,Low,8
117,2024-03-12,05:11:00,PHX Airport,SLC Airport,-2,35,Low,6
58,2024-01-09,20:13:00,DFW Airport,TPA Airport,-4,32,Medium,3
43,2024-01-08,14:59:00,CMH Airport,PDX Airport,-8,35,Low,3
115,2024-07-07,09:12:00,MIA Airport,MCO Airport,-10,33,High,2
189,2024-01-01,10:46:00,STL Airport,SFO Airport,2,4,Medium,3
167,2024-03-17,00:30:00,PHX Airport,IAH Airport,-7,21,Low,3
93,2024-07-05,04:20:00,ORD Airport,AUS Airport,-20,17,High,12
27,2024-02-08,11:42:00,SLC Airport,LAX Airport,5,43,Low,6
49,2024-09-03,21:42:00,BOS Airport,BNA Airport,14,18,Low,11
133,2024-04-11,18:45:00,PHX Airport,CMH Airport,30,44,Low,10
126,2024-03-23,01:48:00,CMH Airport,DTW Airport,4,21,Low,10
92,2024-10-12,18:54:00,ATL Airport,MSP Airport,-13,9,High,20
53,2024-07-09,11:52:00,SLC Airport,BOS Airport,-7,12,Medium,3
45,2024-09-27,15:42:00,SLC Airport,PDX Airport,-5,12,Low,3
61,2024-06-27,10:42:00,DFW Airport,SEA Airport,-19,37,Medium,19
107,2024-07-05,03:04:00,LAS Airport,LAX Airport,2,11,High,10
142,2024-08-09,10:39:00,DEN Airport,STL Airport,23,4,Low,8
116,2024-09-23,22:41:00,IAH Airport,SFO Airport,17,3,Medium,14
95,2024-05-07,10:01:00,ORD Airport,PDX Airport,6,50,Low,6
169,2024-02-11,18:41:00,MCI Airport,ATL Airport,14,3,High,16
50,2024-05-12,17:08:00,SFO Airport,IND Airport,-18,27,High,6
25,2024-03-07,03:37:00,LAS Airport,BNA Airport,28,12,Medium,13
125,2024-05-12,02:55:00,PHL Airport,IAD Airport,-9,14,Low,10
67,2024-02-07,08:30:00,MCI Airport,STL Airport,-4,12,Low,10
157,2024-02-17,15:49:00,PDX Airport,LAX Airport,9,41,Low,6
3,2024-08-09,11:37:00,DEN Airport,SAN Airport,37,43,Medium,13
73,2024-07-08,17:40:00,BOS Airport,MCI Airport,-8,13,Medium,3
169,2024-09-14,22:19:00,LAS Airport,TPA Airport,37,28,Medium,6
200,2024-10-14,14:45:00,MIA Airport,SLC Airport,22,21,Medium,19
7,2024-02-21,04:39:00,DTW Airport,ATL Airport,-12,8,High,15
169,2024-04-25,17:48:00,AUS Airport,SLC Airport,-4,47,High,3
193,2024-04-01,04:10:00,SEA Airport,ORD Airport,-16,42,Medium,1
99,2024-08-21,23:17:00,DFW Airport,PHX Airport,-2,45,Low,17
174,2024-05-06,17:16:00,AUS Airport,SEA Airport,2,1,Medium,10
114,2024-07-28,19:40:00,MSP Airport,DEN Airport,-3,35,Low,6
180,2024-11-16,16:00:00,IAH Airport,CLT Airport,36,9,Low,4
160,2024-11-22,22:58:00,BNA Airport,PDX Airport,25,40,Low,15
127,2024-04-08,21:39:00,CMH Airport,TPA Airport,28,16,High,12
174,2024-04-05,09:16:00,TPA Airport,SAN Airport,23,16,Low,14
193,2024-05-13,02:02:00,LAX Airport,LAS Airport,0,35,Medium,14
79,2024-03-26,13:20:00,MCO Airport,AUS Airport,28,23,Medium,4
145,2024-09-01,14:47:00,SAN Airport,MSP Airport,-15,10,Medium,15
185,2024-07-07,03:01:00,ORD Airport,MCI Airport,13,10,High,12
5,2024-02-02,14:41:00,CMH Airport,JFK Airport,28,22,High,6
53,2024-05-23,15:35:00,DTW Airport,MCI Airport,-6,18,Low,7
21,2024-08-20,23:01:00,SAN Airport,TPA Airport,32,47,High,16
68,2024-05-07,11:32:00,ATL Airport,IND Airport,6,21,Medium,4
22,2024-10-03,13:24:00,CLT Airport,IAD Airport,25,36,High,9
109,2024-06-27,20:49:00,IAH Airport,DTW Airport,17,14,High,6
18,2024-01-02,10:34:00,DFW Airport,STL Airport,31,13,High,16
69,2024-04-09,12:54:00,SFO Airport,CMH Airport,23,5,Medium,17
11,2024-09-20,11:30:00,CMH Airport,MCO Airport,-11,49,High,20
145,2024-12-24,20:42:00,SFO Airport,JFK Airport,28,47,Low,4
192,2024-04-20,10:02:00,LAX Airport,CLT Airport,-1,12,Low,9
59,2024-06-02,05:51:00,BNA Airport,SAN Airport,31,30,Low,5
178,2024-03-13,13:19:00,IAH Airport,IAD Airport,7,8,Medium,9
104,2024-02-24,15:11:00,SFO Airport,DEN Airport,8,50,Medium,18
95,2024-01-25,14:54:00,DTW Airport,CLT Airport,27,48,Medium,1
112,2024-07-20,23:40:00,DTW Airport,MSP Airport,20,7,High,20
13,2024-07-12,10:35:00,ATL Airport,MCI Airport,4,42,Medium,12
189,2024-09-28,12:11:00,BNA Airport,IND Airport,35,50,Medium,9
182,2024-02-07,22:19:00,MIA Airport,BNA Airport,29,18,Medium,14
107,2024-07-21,03:28:00,IAD Airport,BOS Airport,34,48,Medium,8
46,2024-07-05,19:43:00,BOS Airport,IND Airport,-12,9,Low,12
37,2024-02-05,11:59:00,DEN Airport,CMH Airport,14,7,Medium,15
19,2024-02-17,14:05:00,LAX Airport,SEA Airport,-13,6,High,3
78,2024-04-07,04:57:00,IND Airport,SEA Airport,19,40,Low,18
33,2024-07-04,13:30:00,ORD Airport,DFW Airport,-15,46,High,16
88,2024-09-18,14:22:00,IND Airport,AUS Airport,-2,43,High,1
168,2024-05-28,01:27:00,DEN Airport,ATL Airport,-3,38,High,5
75,2024-02-02,11:05:00,DFW Airport,BNA Airport,2,6,Medium,19
18,2024-07-11,11:37:00,PHX Airport,BNA Airport,-16,0,Low,3
73,2024-03-18,01:24:00,DTW Airport,TPA Airport,3,45,High,13
169,2024-04-07,04:54:00,SLC Airport,CMH Airport,5,42,High,13
39,2024-08-12,06:46:00,ORD Airport,MCO Airport,-1,12,Medium,14
104,2024-11-25,02:27:00,BOS Airport,JFK Airport,27,27,Medium,17
30,2024-05-17,19:22:00,MCI Airport,DTW Airport,3,33,Low,16
1,2024-11-04,14:17:00,MCO Airport,BNA Airport,35,30,High,15
78,2024-05-02,01:41:00,MCI Airport,ATL Airport,19,46,Medium,16
191,2024-02-17,01:17:00,DTW Airport,ATL Airport,36,42,High,9
182,2024-06-19,23:47:00,MSP Airport,PHL Airport,23,3,Low,18
4,2024-09-16,01:26:00,AUS Airport,CMH Airport,-20,47,Medium,12
17,2024-04-10,05:14:00,STL Airport,IAD Airport,14,22,Low,20
84,2024-11-20,00:06:00,IAD Airport,IAH Airport,20,20,Medium,7
167,2024-10-11,19:24:00,MCO Airport,ORD Airport,9,46,Low,18
164,2024-12-28,08:30:00,DTW Airport,CLT Airport,-6,46,Low,20
50,2024-12-13,15:51:00,MCO Airport,PDX Airport,39,7,Medium,14
21,2024-06-22,17:49:00,BOS Airport,DFW Airport,-17,33,Low,20
96,2024-10-27,05:14:00,SEA Airport,IND Airport,-5,37,High,10
40,2024-09-05,03:48:00,TPA Airport,JFK Airport,-15,9,High,8
138,2024-08-21,09:39:00,MSP Airport,LAS Airport,11,45,Low,7
72,2024-08-19,06:17:00,PHX Airport,IND Airport,7,9,Low,7
173,2024-03-10,17:53:00,MCO Airport,IND Airport,-6,2,Low,9
51,2024-11-04,08:55:00,IAD Airport,IND Airport,11,15,Low,20
148,2024-06-02,05:19:00,LAS Airport,BNA Airport,11,45,Low,10
112,2024-02-23,04:46:00,MCI Airport,SFO Airport,24,24,High,13
127,2024-03-13,22:54:00,CLT Airport,PHL Airport,30,24,Low,5
105,2024-06-19,07:08:00,SAN Airport,BNA Airport,7,9,Medium,20
62,2024-08-01,02:27:00,SFO Airport,PHX Airport,-5,31,Medium,9
51,2024-04-22,18:42:00,BNA Airport,TPA Airport,14,36,Medium,14
42,2024-08-17,16:37:00,CMH Airport,LAX Airport,2,44,Medium,1
171,2024-08-22,17:16:00,MCO Airport,CMH Airport,35,25,High,15
106,2024-09-20,21:02:00,DEN Airport,STL Airport,-10,17,Medium,14
158,2024-04-21,08:51:00,PHX Airport,MCI Airport,20,5,Medium,19
69,2024-06-20,23:54:00,SAN Airport,IAH Airport,-1,36,Low,11
24,2024-02-02,15:46:00,CLT Airport,PHL Airport,15,2,High,16
117,2024-02-07,09:37:00,LAX Airport,DTW Airport,25,49,Low,1
84,2024-11-26,11:21:00,SEA Airport,DFW Airport,12,8,High,14
148,2024-01-13,17:18:00,JFK Airport,IAD Airport,12,34,Low,14
181,2024-12-26,11:59:00,PHX Airport,LAX Airport,6,13,High,8
106,2024-12-08,14:55:00,DFW Airport,MIA Airport,24,25,Low,20
113,2024-05-10,09:50:00,SEA Airport,JFK Airport,31,19,Medium,14
60,2024-02-09,15:54:00,IAD Airport,LAX Airport,2,50,High,14
116,2024-06-09,21:48:00,DTW Airport,MCO Airport,26,22,Medium,12
184,2024-01-15,01:00:00,IAH Airport,BOS Airport,11,11,Low,16
137,2024-12-21,13:04:00,IAH Airport,SAN Airport,-9,11,Medium,1
200,2024-11-11,15:24:00,AUS Airport,CMH Airport,2,44,High,19
100,2024-08-17,06:50:00,LAX Airport,IAH Airport,19,28,Low,3
53,2024-07-27,01:37:00,JFK Airport,MCO Airport,3,1,Low,14
177,2024-01-15,04:37:00,SAN Airport,LAS Airport,9,12,Medium,6
129,2024-07-09,07:18:00,CMH Airport,PDX Airport,-12,5,Medium,9
177,2024-11-23,12:00:00,BOS Airport,BNA Airport,25,3,High,18
37,2024-06-05,23:45:00,MSP Airport,SAN Airport,0,49,High,15
30,2024-05-03,02:44:00,IAH Airport,DFW Airport,10,28,High,20
103,2024-09-27,04:40:00,IAD Airport,IAH Airport,-1,44,Medium,15
191,2024-05-26,13:05:00,IAD Airport,MIA Airport,23,5,Low,10
76,2024-01-15,22:11:00,JFK Airport,BOS Airport,34,17,High,12
1,2024-07-21,15:20:00,LAS Airport,MCI Airport,15,49,Medium,9
95,2024-04-07,08:15:00,SAN Airport,SLC Airport,-18,7,Low,1
23,2024-04-23,10:02:00,MCO Airport,TPA Airport,-5,34,Low,5
67,2024-11-18,14:13:00,PDX Airport,BNA Airport,-9,44,Medium,8
124,2024-07-07,18:14:00,TPA Airport,PDX Airport,33,19,High,15
28,2024-05-04,14:42:00,PHX Airport,IND Airport,-16,46,Medium,8
96,2024-06-26,19:42:00,ORD Airport,DEN Airport,-13,48,Low,9
55,2024-10-23,19:59:00,MSP Airport,TPA Airport,23,21,Low,17
79,2024-05-28,07:58:00,BNA Airport,DFW Airport,0,15,Low,20
105,2024-02-15,03:20:00,PHL Airport,STL Airport,1,34,Low,1
45,2024-06-05,22:27:00,IAD Airport,PHL Airport,8,40,Low,8
121,2024-09-19,04:10:00,DEN Airport,AUS Airport,28,31,High,16
45,2024-03-14,08:11:00,ATL Airport,MCI Airport,-18,22,Medium,11
109,2024-03-21,02:42:00,CMH Airport,IND Airport,40,13,Medium,5
62,2024-03-19,19:48:00,DEN Airport,SAN Airport,26,32,Medium,18
149,2024-09-14,06:35:00,IND Airport,SEA Airport,-3,32,High,5
131,2024-05-16,20:52:00,MIA Airport,MSP Airport,-8,23,Medium,6
107,2024-08-01,16:55:00,ORD Airport,JFK Airport,-7,13,Low,12
169,2024-08-22,17:08:00,PHX Airport,BNA Airport,15,41,Medium,2
160,2024-02-21,16:55:00,TPA Airport,CLT Airport,32,42,High,19
17,2024-02-20,09:26:00,TPA Airport,AUS Airport,8,46,High,16
14,2024-08-24,03:42:00,SFO Airport,DTW Airport,32,3,Low,8
47,2024-11-15,21:01:00,SAN Airport,MSP Airport,10,2,Medium,20
55,2024-01-19,00:15:00,BNA Airport,SLC Airport,-20,30,Low,6
145,2024-05-19,14:39:00,MSP Airport,IAH Airport,23,21,High,8
131,2024-05-09,02:40:00,JFK Airport,AUS Airport,37,39,High,19
43,2024-09-21,13:59:00,LAS Airport,MCO Airport,11,2,High,19
85,2024-05-27,19:57:00,ATL Airport,PHX Airport,21,11,Medium,17
51,2024-06-28,12:16:00,SFO Airport,MCI Airport,14,0,High,13
200,2024-05-15,21:29:00,LAX Airport,ORD Airport,2,22,High,13
46,2024-04-15,11:47:00,AUS Airport,DTW Airport,15,32,Medium,11
126,2024-11-06,18:03:00,PHL Airport,MSP Airport,15,2,High,18
44,2024-11-19,23:50:00,MSP Airport,LAX Airport,4,8,Low,9
97,2024-10-02,12:14:00,IND Airport,JFK Airport,10,47,Low,17
108,2024-04-15,14:49:00,PHX Airport,SEA Airport,32,39,Medium,9
85,2024-09-02,00:39:00,MCO Airport,SAN Airport,-1,22,High,1
121,2024-03-27,08:02:00,MCO Airport,SEA Airport,-19,30,High,3
20,2024-08-24,14:24:00,ORD Airport,PDX Airport,-18,10,Medium,6
161,2024-10-10,06:58:00,SEA Airport,PHX Airport,12,16,Medium,20
39,2024-08-04,18:35:00,SLC Airport,SEA Airport,12,44,Medium,18
59,2024-03-20,17:54:00,DFW Airport,JFK Airport,38,45,Medium,11
132,2024-11-08,03:12:00,IAH Airport,IAD Airport,-10,47,Medium,3
61,2024-05-20,14:58:00,SAN Airport,SFO Airport,23,33,Low,10
200,2024-08-19,10:10:00,IAD Airport,DFW Airport,18,26,High,11
189,2024-06-14,05:48:00,MCO Airport,IND Airport,13,40,High,19
87,2024-10-25,15:54:00,LAS Airport,IND Airport,-5,31,Low,20
162,2024-12-16,17:45:00,IAD Airport,MCO Airport,-10,42,Low,13
91,2024-08-28,07:37:00,SLC Airport,TPA Airport,1,21,Low,8
93,2024-09-18,18:22:00,SLC Airport,LAS Airport,40,7,Medium,2
20,2024-09-13,11:23:00,JFK Airport,BNA Airport,32,37,Medium,1
18,2024-03-06,04:16:00,LAS Airport,CLT Airport,18,8,High,15
63,2024-08-13,16:29:00,CMH Airport,SFO Airport,29,27,Low,13
139,2024-11-05,15:27:00,ATL Airport,PDX Airport,5,7,Medium,6
97,2024-11-16,12:05:00,IAD Airport,LAX Airport,32,49,Medium,8
175,2024-02-17,23:13:00,IND Airport,STL Airport,26,7,Medium,11
178,2024-10-13,20:38:00,SAN Airport,IAD Airport,13,0,Low,8
134,2024-02-20,23:09:00,STL Airport,LAX Airport,16,28,High,3
36,2024-05-04,06:31:00,CLT Airport,MSP Airport,0,3,High,15
193,2024-08-01,21:41:00,IND Airport,DEN Airport,38,49,Low,9
148,2024-01-04,00:21:00,PDX Airport,IND Airport,31,16,Medium,10
79,2024-09-07,13:05:00,AUS Airport,IND Airport,29,16,High,4
189,2024-02-18,21:22:00,ATL Airport,ORD Airport,30,33,Low,7
121,2024-12-13,18:16:00,PHL Airport,LAX Airport,38,31,Medium,12
67,2024-08-15,04:15:00,LAX Airport,IAH Airport,-16,46,Medium,7
26,2024-08-08,03:57:00,SFO Airport,BNA Airport,37,39,High,2
34,2024-01-20,17:32:00,SEA Airport,IND Airport,-4,43,Medium,4
24,2024-03-16,23:51:00,STL Airport,MCO Airport,10,25,Medium,2
150,2024-12-25,23:42:00,PHL Airport,AUS Airport,3,27,Low,17
93,2024-07-21,05:57:00,CMH Airport,JFK Airport,-20,37,Medium,18
23,2024-03-19,19:42:00,CLT Airport,MIA Airport,-7,8,High,7
77,2024-11-13,17:48:00,PHL Airport,MSP Airport,33,0,Low,11
79,2024-02-21,17:52:00,DFW Airport,PHL Airport,32,23,High,16
38,2024-09-01,11:35:00,DFW Airport,MCO Airport,13,3,Low,19
192,2024-09-06,08:52:00,IAH Airport,DFW Airport,33,18,High,14
71,2024-03-27,11:48:00,SLC Airport,IND Airport,-16,2,High,20
141,2024-03-20,01:34:00,SEA Airport,JFK Airport,29,4,Low,5
16,2024-12-25,04:01:00,BOS Airport,DTW Airport,-16,19,High,19
196,2024-05-09,12:07:00,MSP Airport,ATL Airport,-8,5,High,16
56,2024-10-01,08:12:00,BOS Airport,IAH Airport,31,32,Low,8
79,2024-11-26,13:27:00,ORD Airport,LAS Airport,1,21,High,9
39,2024-08-18,03:42:00,SEA Airport,DTW Airport,-13,35,Medium,5
94,2024-06-08,18:57:00,DTW Airport,LAS Airport,34,50,High,5
156,2024-08-14,01:37:00,DFW Airport,STL Airport,-4,15,Medium,17
125,2024-11-21,22:41:00,SFO Airport,IAH Airport,13,0,High,4
171,2024-11-10,15:51:00,CMH Airport,PHX Airport,-9,11,Low,10
88,2024-10-26,01:11:00,SLC Airport,PDX Airport,-5,50,Low,19
186,2024-05-04,05:57:00,SEA Airport,MIA Airport,33,33,Low,7
50,2024-10-06,22:52:00,TPA Airport,MIA Airport,-18,6,Low,2
14,2024-01-13,15:24:00,IND Airport,SAN Airport,39,15,Low,14
129,2024-02-03,07:03:00,MCO Airport,SAN Airport,18,26,Low,1
108,2024-06-12,14:45:00,IAH Airport,PHX Airport,22,44,Medium,16
171,2024-02-24,17:31:00,SEA Airport,CMH Airport,-18,7,High,1
71,2024-09-06,04:09:00,BOS Airport,DFW Airport,-9,42,Low,2
20,2024-08-22,08:01:00,SLC Airport,ORD Airport,36,21,Medium,17
2,2024-10-06,22:30:00,SEA Airport,IAD Airport,7,9,High,19
176,2024-06-24,05:38:00,BOS Airport,AUS Airport,23,6,Low,2
67,2024-03-21,00:43:00,MSP Airport,DTW Airport,2,21,High,19
136,2024-09-07,17:45:00,ORD Airport,SFO Airport,20,17,Low,18
20,2024-05-09,11:00:00,CLT Airport,JFK Airport,-2,19,Medium,19
53,2024-08-05,13:53:00,DEN Airport,PHL Airport,-14,38,Low,9
104,2024-02-01,21:50:00,SAN Airport,MCO Airport,3,17,High,15
67,2024-11-25,20:21:00,SAN Airport,DEN Airport,11,49,Low,5
173,2024-04-26,05:24:00,SEA Airport,SFO Airport,-9,39,High,18
154,2024-07-28,08:42:00,CMH Airport,LAS Airport,-8,24,Low,7
163,2024-03-10,07:58:00,IAH Airport,DTW Airport,27,18,Medium,5
112,2024-01-09,14:50:00,BNA Airport,DTW Airport,39,12,High,4
26,2024-10-20,09:08:00,BOS Airport,MSP Airport,-5,47,High,15
187,2024-05-16,11:58:00,MIA Airport,LAX Airport,40,31,High,18
73,2024-04-09,08:03:00,CLT Airport,LAX Airport,-4,31,Medium,11
95,2024-11-01,08:07:00,AUS Airport,ATL Airport,-5,24,High,10
77,2024-06-24,00:02:00,PHX Airport,DFW Airport,25,40,Medium,1
108,2024-08-17,22:02:00,MCI Airport,TPA Airport,-15,17,Medium,5
3,2024-12-02,08:19:00,MCO Airport,DFW Airport,-9,45,High,8
67,2024-03-20,12:11:00,CLT Airport,TPA Airport,-6,48,Medium,10
32,2024-12-23,03:49:00,BNA Airport,IND Airport,29,12,High,10
174,2024-01-02,16:15:00,ORD Airport,IAH Airport,23,11,Medium,5
96,2024-05-20,21:08:00,IAH Airport,CMH Airport,29,12,High,3
38,2024-05-21,00:26:00,JFK Airport,MSP Airport,1,20,High,9
35,2024-06-11,20:48:00,DEN Airport,PHX Airport,9,36,Low,17
37,2024-07-12,05:17:00,BOS Airport,SLC Airport,18,37,Low,3
24,2024-08-02,03:35:00,MCO Airport,IAH Airport,6,33,Medium,3
78,2024-06-17,00:02:00,IND Airport,DEN Airport,11,33,Low,10
117,2024-11-24,23:40:00,PHX Airport,LAX Airport,28,0,Low,8
124,2024-05-02,12:24:00,CLT Airport,PHX Airport,-7,33,Medium,3
97,2024-07-24,23:43:00,DTW Airport,SLC Airport,22,45,Low,20
11,2024-07-03,07:20:00,BOS Airport,SLC Airport,-5,49,Medium,4
68,2024-11-03,00:42:00,BOS Airport,DTW Airport,-1,12,Medium,4
142,2024-08-03,23:27:00,TPA Airport,BOS Airport,10,24,High,4
27,2024-01-06,08:04:00,ATL Airport,DTW Airport,-14,2,High,20
126,2024-10-07,17:57:00,IAH Airport,TPA Airport,31,3,Medium,17
69,2024-06-04,17:59:00,IAD Airport,MCI Airport,2,43,Low,12
186,2024-04-25,18:04:00,MIA Airport,SFO Airport,-18,14,Medium,5
84,2024-06-03,11:43:00,MSP Airport,CMH Airport,21,34,Medium,20
179,2024-09-13,12:55:00,SAN Airport,SFO Airport,20,20,High,1
190,2024-03-18,20:46:00,MIA Airport,SLC Airport,-18,2,High,2
147,2024-10-10,06:18:00,SFO Airport,TPA Airport,-18,31,High,15
33,2024-11-19,21:51:00,PHL Airport,DFW Airport,34,36,High,18
64,2024-11-05,06:31:00,LAS Airport,ATL Airport,31,12,Medium,2
127,2024-09-17,18:58:00,SAN Airport,DTW Airport,14,38,Medium,8
33,2024-03-27,05:01:00,PHX Airport,BNA Airport,16,4,Low,16
140,2024-08-11,22:56:00,SAN Airport,MCO Airport,2,50,Medium,2
41,2024-07-26,04:56:00,SEA Airport,IAD Airport,38,6,High,13
152,2024-08-01,17:31:00,BOS Airport,LAS Airport,-1,8,Medium,5
131,2024-02-02,11:09:00,JFK Airport,PHL Airport,3,26,Medium,13
133,2024-01-10,11:17:00,SAN Airport,CMH Airport,10,49,Low,11
144,2024-08-06,07:29:00,JFK Airport,SEA Airport,6,33,Low,11
44,2024-07-07,22:39:00,IND Airport,PHX Airport,-8,11,Medium,3
166,2024-08-27,05:16:00,IAH Airport,TPA Airport,10,38,High,13
52,2024-08-15,01:14:00,IND Airport,PHX Airport,-7,35,Medium,10
193,2024-03-21,07:18:00,CLT Airport,TPA Airport,-8,36,High,17
11,2024-10-02,08:21:00,CMH Airport,LAX Airport,26,39,Low,10
49,2024-03-25,21:26:00,CLT Airport,LAS Airport,-4,40,Medium,1
36,2024-11-09,16:57:00,ATL Airport,MCO Airport,0,25,Low,10
